sentimen,tweet,clean_tweet
netral,"Pak Jokowi, semalam tanya soal e-Sport, sebenarnya arahnya mau ke perkembangan investasi & ekonomi digital. Tapi dijawab dengan Kebutuhan Pangan.",pak jokowi semalam tanya soal e sport sebenarnya arahnya mau perkembangan investasi ekonomi digital dijawab kebutuhan pangan
netral,"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?",mungkin kalau pak jokowi terpilih alangkah lebih baiknya menajdikan pasangan calon 2 jadi menteri ekonomi jadi indonesia makin maju tos dulu dong gue cocok jadi presiden
negatif,Nggak terima gaji tapi ngeruk yg lainðŸ˜Š,enggak terima gaji ngeruk lainðÿ š
negatif,"Itulah kehebatan seorg wowo dan tim ekonominya yg selalu berpikir mundur kebelakang, lain dgn P. jokowi dan tim ekonominya yg berpikiran kedpn demi masa dpn generasi yg akn dtg.  Tim ekonom wowo hanya berpikir bagaimana menyenangkan rakyat dgn subsidi yg sifatnya sementara.",kehebatan seorang prabowo tim ekonominya selalu berpikir mundur kebelakang p jokowi tim ekonominya berpikiran kedpn masa depan generasi akan datang tim ekonom prabowo berpikir bagaimana menyenangkan rakyat dengan subsidi sifatnya
positif,Isu SDG dibahas saat Pk Jokowi menjelaskan kalau pertumbuhan ekonomi tdk berarti kalau ketimpangan tdk diperhatikan,isu sedang dibahas pak jokowi menjelaskan kalau pertumbuhan ekonomi berarti kalau ketimpangan diperhatikan
negatif,"Sumber uangnya jelas dan jumlahnya cuma 50 milyar.  Dibanding Wowo Genderuwo yg 1,9 trilyun, dari manakah prajurit yg makan dari gaji negara bisa ngumpulin duit segitu?",sumber uangnya jelas jumlahnya cuma 50 milyar dibanding prabowo genderuwo 1 9 triliun manakah prajurit makan gaji negara mengumpulkan duit sebegitu
netral,"Pajak income naik, pajak kendaraan naik, pbb naik, pajak usaha naik.",pajak income naik pajak kendaraan naik pbb naik pajak usaha naik
negatif,"Insinyur Kehutanan mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur kehutanan mau ngajari pengusaha besar doktor mbak ekonomi makro waras siapa tanggal 17 4 datangi tempat pemungutan suara tusuk prabowo sandi
positif,"Blm ada capres dan cawapres mau buat janji tdk akan menerima gajinya selama menjabat, yg sdh hd presiden saja blm pernah dengar. Cek akal sehat  Prabowo-Sandi Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  http://detik.id/6YXLcDÂ ",ada calon presiden calon wakil presiden mau buat janji akan menerima gajinya selama menjabat sudah high definition presiden belum pernah dengar cek akal sehat prabowo sandi tak mau digaji berapa gaji presiden sekarang
negatif,"Insinyur Kehutanan ( bener gak sih??) mau ""ngajari"" Pengusaha Besar yg Doktor dan MBA ttg ekonomi makro. Yang waras sopo ??? Tgl.17/4 datangi ""TPS"" (Tusuk PRABOWO SANDI)",insinyur kehutanan benar sih mau ngajari pengusaha besar doktor mbak ekonomi makro waras siapa tanggal 17 4 datangi tempat pemungutan suara tusuk prabowo sandi
negatif,Pilih Pemimpin yang mengabdi bukan seperti jokowi ngemis gaji ðŸ˜ #BeraniPilih02 pic.twitter.com/f2ptPOiGQk,pilih pemimpin mengabdi bukan jokowi mengemis gaji ðÿ beranipilih02 pic twitter com f2ptpoigqk
negatif,"Lah itu naik pesawat, sewa hotel bisa, Terus ekonomi Indonesia mana yang darurat?",lah naik pesawat sewa hotel terus ekonomi indonesia mana darurat
positif,Bpk pasti menang...sayang keinginan menang bpk terlalu besar shg berbagai macam cara dilakukan oleh orang2 bpk..sehingga saat ini anak bangsa terpecah dan saling benci ..dan luka ini sulit sembuh...spt Aremania VS Bonek..hargailah org yg maju utk menjadi calon cawapres,bapak menang sayang keinginan menang bapak terlalu besar berbagai macam cara dilakukan orang orang bapak saat anak bangsa terpecah saling benci luka sulit sembuh surat pemberitahuan tahunan aremania lawan bonek hargailah orang maju menjadi calon calon wakil presiden
positif,"Even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden NKRI. Berdasarkan UU, capres abadi tidak digaji oleh negara.",even seumur hidup mereka akan pernah terima ambil gaji negara pernah mencicipi jadi presiden negara kesatuan republik indonesia berdasarkan undang undang calon presiden abadi tidak digaji negara
netral,"CEK FAKTA : Prabowo Sebut Banyak Aset WNI di Luar Negeri, Ini Data Ditjen Pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/JwQqVGbA8y",cek fakta prabowo sebut banyak aset warga negara indonesia luar negeri data direktorat jenderal pajak â pic twitter com jwqqvgba8y
negatif,Di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðŸ˜‚ðŸ˜‚ðŸ˜‚  Sebenarnya prabowo ini kuliahnya di universitas mana sih..? Pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðŸ¤£ðŸ¤£ðŸ¤£,tanya e sport jawabnya pertanian ekonomiðÿ ðÿ ðÿ sebenarnya prabowo kuliahnya universitas mana sih pertanyaan sama jawaban menyambung klenger apa keblinger ðÿ ðÿ ðÿ
netral,"Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸ™ˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦",tendangan penalti prabowo pokoknya fokus pangan gizi murah harga harga terjangkau pertanian produk unggulan negara bahas millenial egp e support hanya sok2an e support terafiliasi produk unggul bukan cetakcetek gadgetðÿ trade_mark ˆ â
netral,Klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,kalau prinsip menurunkan harga bisa menaikkan pendapatan ekonomi equilibrium keseimbangan mudah pakai logika berpikir damai selalu
netral,"Kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðŸ˜„ðŸ˜„ðŸ˜„",kalau ekonomi tumbuh gagal membuat ekonomi lebih baik pemerataan ekonomi impact nya pertumbuhan ekonomi kalau pemerataan ekonomi berimpact pertumbuhan ekonomi itu gagal namanya ðÿ ðÿ ðÿ
negatif,"emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat Ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa Jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!",memang gue pikirkan gue cuma pikir jadi presiden soal kerja sih masalah rakyat indonesia sih diam mbok susilo bambang yudhoyono tidur mulu 10 tahun lah pak jokowi kerja keras malah dihargai lebih baik tidur deh makanya prabowo usah dipilih tau
netral,"Sepertinya ML, PUBG, dan DOTA lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi",sepertinya ml pubg dota lebih memajukan ekonomi sekaligus meningkatkan kesejahteraan rakyat pak
netral,"Lah nalarnya jg di mana? Yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. Ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku.",lah nalarnya di mana dibahas ekonomi makro malah membicarakan mikro ibu ibu mengeluh harga harga naik ra menyambung geblek ibarat memotong rumput mestinya pakai cengkrong malah pakai gunting kuku
netral,Prabowo: Strategi Ekonomi Indonesia Sudah Lama Salah Arah -  http://Bisnis.comÂ  http://dlvr.it/R2mXxgÂ ,prabowo strategi ekonomi indonesia lama salah arah
negatif,Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ˜«,membuat ekonomi maju membangun industri game bukan bangun e sport ampun pak jokowi membuka lapangan kerja banyak jadi atlet bulutangkis bikin pabrik alat olahraga ðÿ
negatif,Pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi Indonesia secara umum.,pertanyaan 01 memang lebay sok milenial 02 sayangnya goblok harusnya dibantah atau jelaskan bukti bukti ada kalau game online pengaruh ekonomi indonesia umum
negatif,Gaji gak di ambil..? Sudah kaya? Lah napa kmrn minta sumbangan untuk dana kampanye,gaji di ambil kayak lah kemarin meminta sumbangan dana kampanye
positif,"Terimakasih Bapak Prabowo Subianto dan bang Sandiaga Uno Salahuddin Uno,gaji BPK ""tdk akan diambil dan untuk kepentingan masyarakat Indonesia, terimakasih dan terimakasih . rakyat Indonesia menanti bapak sebagai PRESIDEN INDONESIA yg adil makmur dr Sabang sampai Merauke",terima kasih bapak prabowo subianto bang sandiaga uno salahuddin uno gaji bapak akan diambil untuk kepentingan masyarakat indonesia terima kasih terima kasih rakyat indonesia menanti bapak presiden indonesia adil makmur sabang merauke
positif,"Pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu. Karena permintaan terhadap kartu meningkat , maka sesuai hukum supply dan demand, harga kartu pun akan naik dan perlu diciptakan kartu baru, begitu seterusnya",pengakuan jujur sembako mahal perlu kartu permintaan kartu meningkat sesuai hukum supply demand harga kartu akan naik perlu diciptakan kartu baru seterusnya
netral,"Kalau ada kasus 1 dr 3 anak di ibukota tidak sarapan, probabilitasnya: 1. Kelg nya tidak mentradisikan sarapan 2. Kelg kurang mampu dan itu menjadi tggjwb Gub DKI 3. Persoalan ekonomi bangsa 4. Lainnya ...",kalau kasus 1 3 anak ibu kota sarapan probabilitasnya 1 kelg nya mentradisikan sarapan 2 kelg kurang mampu itu menjadi tggjwb gubernur daerah khusus ibukota 3 persoalan ekonomi bangsa 4 lainnya
positif,"Lah jawab dong. Kan ada pertanyaan tuh di atas. Ada data? Coba jelaskan pake analisis ilmu ekonomi. Gitu. Maaf ya, debatnya jokowi mah selalu ada data. Bisa bedain kemakan hoax sma based on data? Jgn2 di lo, data itu hoax dan hoax itu data? Haha menarik.",lah jawab dong kan pertanyaan atas data coba jelaskan pakai analisis ilmu ekonomi maaf debatnya jokowi selalu data bedakan termakan hoaks sama based on data jangan jangan di kamu data hoaks hoaks data haha menarik
positif,"Bu Regina kudhu pilih jokowi nih, uda dibantuin jelasin soal makroekonomi ðŸ˜  https://twitter.com/lavivrie/status/1117097737432911874Â â€¦",bu regina kudhu pilih jokowi nih dibantuin jelaskan soal makroekonomi ðÿ â
netral,"Ardy merespon pernyataan yang dilontarkan capres 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya slah. Bowo mengaku tdk menyalahkan Jokowi,ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY",ardy menjawab pernyataan dilontarkan calon presiden 02 berdebat soal kondisi ekonomi indonesia dinilainya slah bowo mengaku menyalahkan jokowi merupakan salah semua pihak termasuk kesalahan presiden jokowi prabowosalahkansby
positif,"Doyan amat bang sandi bodohi org. Gak usah minta simpati, buktikan dengan kerja nyata saja, makanya pak Jokowi favorit.. Gak ada artinya gak ambil gaji dengan potensi kebocoran di tangan anda",suka bang sandi bodohi orang usah meminta simpati buktikan kerja nyata makanya pak jokowi favorit ada artinya ambil gaji potensi kebocoran tangan
negatif,gaji pres hanya cukup unt beli tusuk gigi buat prabowo,gaji pres cukup beli tusuk gigi buat prabowo
negatif,"Pa @prabowo autokritik, bapaknya saja lama jadi mentri ekonomi. Dikira cuma SBY yang jadi presiden?",pak autokritik bapaknya lama jadi menteri ekonomi dikira cuma susilo bambang yudhoyono jadi presiden
netral,Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya  https://bit.ly/2UyAoiRÂ  @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY,info nih play station bilang didebat keadaan ekonomi indonesia ini bukan salah salah pemimpin pemimpin terdahulu jadi penggemar 02 jangan salahkan jokowi ya prabowosalahkansby
positif,Diharapkan karyawan meniru seperti prabowo dan sandi untuk tdk mengambil gaji sepeserpun,diharapkan karyawan meniru prabowo sandi tidak mengambil gaji sepeserpun
negatif,Sindiran prabowo kepada petahana yang tidak bisa memperbaiki ekonomi negeri ini.,sindiran prabowo pertahanan tidak memperbaiki ekonomi negeri
netral,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlh salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY",kata prabowo kesalahan arah ekonomi mengakibatkan terjadinya deindustrialisasi salah semua pihak termasuk presiden presiden jokowi lah ekonomi indonesia masa pak jokowi baik baik itu malah ngehoaks menyalahkan presiden terdahulu prabowosalahkansby
netral,"* Terpilih jadi Presiden/Wapres, Prabowo-Sandi Berjanji Akan Berikan Gajinya bagi Kaum Miskin, Yatim, Dhuafa  http://dlvr.it/R2mXdFÂ  pic.twitter.com/796gpNykaN",terpilih jadi presiden wakil presiden prabowo sandi berjanji berikan gajinya kaum miskin yatim dhuafa pic twitter com 796gpnykan
negatif,"Info Nih Ketika paslon 01 bahas ekonomi makro scr global, paslon 02 jawabnya sprti anak bayi yg nggak ngerti apa2. Hanya bisa lihat ini itu tp masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY @jokowi.@sukangetweet @bocahsosmed @saaebunglon",info nih pasangan calon 01 bahas ekonomi makro global pasangan calon 02 jawabnya anak bayi enggak mengerti apa apa bisa lihat itu masih belajar memahami suatu pernyataan prabowosalahkansby
negatif,Yg kami butuhkan adalah harga sembako yg terjangkau....bukam game mobile legend yg membuat anak2 kami malas beljar,butuhkan harga sembako terjangkau bukam game mobile legend membuat anak anak kami malas beljar
negatif,"Tanda2 ketololan seorang jokowi makin nampak... Wkwkwk lagi debat serius soal urusan perekonomi rakyat di suatu bangsa malah pake maen2 bawa game bocah segala wkwkk tolol dipeliara terus jdnya makin dungu, planga plongo bikin malu bangsa !!!",tanda tanda ketololan seorang jokowi makin nampak wkwk debat serius soal urusan perekonomi rakyat suatu bangsa malah pakai maen2 bawa game bocah segala wkwk tolol dipeliara terus jadinya makin dungu plonga plongo bikin malu bangsa
netral,"Penutup: Sandi tak Ambil Gaji, Prabowo Sindir Freeport  http://detik.id/6V82WcÂ ",penutup sandi tak ambil gaji prabowo sindir freeport
netral,Tolong yang bilang jokowi gak ngerti ekonomi tonton dulu video ini   https://youtu.be/gp8e4Kp56cgÂ   dan kalau kalian bener2 ngerti ekonomi bantah tu si ahli ekonom #JokowiMenangTotalDebat,yang bilang jokowi mengerti ekonomi tonton dulu video dan kalau kalian benar benar mengerti ekonomi bantah sih ahli ekonom jokowimenangtotaldebat
netral,"Jokowi Tanya e-Sport Mobile Legends ke Prabowo-Sandi, 02 Malah Jawab Turunkan Harga 'Rakyat Susah' - Tribun Timur  http://makassar.tribunnews.com/2019/04/14/jokowi-tanya-e-sport-mobile-legends-ke-prabowo-sandi-02-malah-jawab-turunkan-harga-rakyat-susahÂ â€¦",jokowi tanya e sport mobile legends prabowo sandi 02 malah jawab turunkan harga rakyat susah tribun timur â
positif,Gaji adalah hak bp ambil saja ....kenapa ga mau diambil? Itu adalah hak bp prabowo dan pa sandiaga ...ambil aja ya pa...kami ikhlas ...sekali lagi karena gaji itu hak bapa..,gaji hak bapak ambil kenapa mau diambil adalah hak bapak prabowo pak sandiaga ambil ya pak ikhlas sekali karena gaji hak bapa
netral,"@sandiuno Jokowi bangun bendungan2, ctk sawah, tali air utk tingkatkan produk beras. Bkn gagah2an Begini caranya kerja, hrs bertahap,  saya akan bangun ekonomi segera dinikmati rakyat. Enak aja spt balik tekapak tangan. Memangnya punya lampu Aladin",jokowi bangun bendungan2 ctk sawah tali air tingkatkan produk beras bukan gagah2an begini caranya kerja bertahap akan bangun ekonomi segera dinikmati rakyat enak surat pemberitahuan tahunan balik tekapak tangan memangnya punya lampu aladin
netral,"Debat terakhir capres: Sandiaga sebut 'referendum ekonomi', Jokowi: 'tidak mungkin langsung balikkan tangan'  http://www.bbc.com/indonesia/indonesia-47921255?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/oOv1Zwegn9",debat terakhir calon presiden sandiaga sebut referendum ekonomi jokowi mungkin langsung balikkan tangan â pic twitter com oov1zwegn9
positif,gaji prabowo-sandi bakal buat kaum yatim & dhuafa. suda mantups w tps d,gaji prabowo sandi bakal buat kaum yatim dhuafa mantups gue tempat pemungutan suara
netral,Capres dan Cawapres nomor urut 02 mengkritik mengenai kebijakan makro ekonomi yang diterapkan pemerintah Indonesia. Kritikan itu justru ditujukan pada pemerintahan sebelumnya.  https://bit.ly/2P7UjzkÂ  @KPU_RI @KPU_ID @bawaslu_RI @jokowi @Jokowi_Amin @prabowo @prabowo08 @sandiuno pic.twitter.com/0vHHnNtgf6,calon presiden calon wakil presiden nomor urut 02 mengkritik mengenai kebijakan makro ekonomi diterapkan pemerintah indonesia kritikan justru ditujukan pemerintahan sebelumnya pic twitter com 0vhhnntgf6
netral,"@prabowo gak tega nyalahin jokoei...krn rezim jkw tdk kreatif..hanya meneruskan yg lalu... kt ekonom...ekonomi kl hanya 5%, gak perlu pemerintah..?  https://twitter.com/HMJUSUFRIZAL/status/1117104507698081792Â â€¦",tega menyalahkan jokoei rezim jokowi kreatif meneruskan lalu ekonom ekonomi kalau 5 perlu pemerintah â
netral,Jokowi: Indonesia Akan Jadi Negara dengan Ekonomi Terkuat Ke-4.  https://nasional.kompas.com/read/2019/04/13/17515991/jokowi-indonesia-akan-jadi-negara-dengan-ekonomi-terkuat-ke-4Â â€¦,jokowi indonesia jadi negara ekonomi terkuat 4 â
negatif,Bohong @sandiuno @prabowo kalau tidak mengambil gaji hanya demi sebuah ambisi politik  https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦,bohong kalau mengambil gaji demi sebuah ambisi politik â
netral,"Pada Debat ke-5 Prabowo dinilai tidak hargai SBY, Demokrat Walkout. #KoalisiPrabohongRetak pic.twitter.com/WPPmMs6d0y",debat 5 prabowo dinilai hargai susilo bambang yudhoyono demokrat pergi koalisiprabohongretak pic twitter com wppmms6d0y
netral,Pemerintahan Jokowi fokus pada pertumbuhan ekonomi berkeadilan - ANTARA News  https://pemilu.antaranews.com/berita/829391/pemerintahan-jokowi-fokus-pada-pertumbuhan-ekonomi-berkeadilan#.XLKLQxssE-8.twitterÂ â€¦ @jokowi #2019PilihJokowi #JokowiSatukanIndonesia #JokowiPutihMenang #JokowiNyataKerjanya #JokowiKHMakrufAminMenang2019 #JokowiMenangTotalDebat #DebatPilpres2019,pemerintahan jokowi fokus pertumbuhan ekonomi berkeadilan news â 2019pilihjokowi jokowisatukanindonesia jokowiputihmenang jokowinyatakerjanya jokowikhmakrufaminmenang2019 jokowimenangtotaldebat debatpilpres2019
positif,"01 sah 1 suara 17 April 2019,Jokowi-Amin...Harga Mati NKRðŸ‡®ðŸ‡©IðŸ’ªðŸ‘â˜ï¸âœŠðŸ‡®ðŸ‡©",01 sah 1 suara 17 april 2019 jokowi amin harga mati nkrðÿ registered ðÿ copyright iðÿ ªðÿ â ï âœšðÿ registered ðÿ copyright
negatif,Ok bro Sist. Ternyata pas debat Pa @jokowi & Pa Yai MA juga bertekad mengembangkan wisata halal & ekonomi berbasis syariah tapi ada partai pendukungnya yg anti syariah. Bagiamana ini @AntoniRaja & @TsamaraDKI ??,oke bro sist ternyata pas debat pak pak iyalah sama bertekad mengembangkan wisata halal ekonomi berbasis syariat ada partai pendukungnya anti syariat bagiamana
negatif,"Mereka bilang rela ga di gaji. Ya jelas, wong jadi presiden yg diincer bukan gaji. Tapi proyek2nya dong...",bilang rela di gaji jelas orang jadi presiden diincer bukan gaji proyek2nya dong
positif,Kasian bgt liat Demokrat..SBY yg dicuekin Prabowo pas debat..jatah menteri g direken..smp nyalahin SBY pas debat..tp masih sok tegar ngedukung. ..Cian deh..koalisi yg tak dianggap tp masih bangga berasa punya harga diri ðŸ™ˆðŸ™ˆ  https://twitter.com/RachlanNashidik/status/1117119117914329088?s=19Â â€¦,kasihan banget lihat demokrat susilo bambang yudhoyono dicueki prabowo pas debat jatah menteri direken menyalahkan susilo bambang yudhoyono pas debat masih sok tegar ngedukung cian deh koalisi tak dianggap masih bangga berasa punya harga diri ðÿ trade_mark ˆðÿ trade_mark ˆ â
positif,Program ekonomi prabowo sandi lbh konkret,program ekonomi prabowo sandi lebih konkret
negatif,Saya tidak tahu yg mmrintahkan para personil berpangkat rendah itu untuk membuly UAS dan gatot.. Kasihan polisi cuma jadi alat pemuas nafsu politik jokowi.. Demi gaji dan jabatn,tidak tahu mmrintahkan personil berpangkat rendah untuk membuly ujian akhir semester gatot kasihan polisi cuma jadi alat pemuas nafsu politik jokowi gaji jabatn
negatif,"Heran jg sih sekelas sandy gk bisa bedain omongan ttg mikro dan makro ekonomi,  terlihat gk kompeten jadinya",heran sih sekelas sandy bisa bedakan omongan mikro makro ekonomi terlihat kompeten jadinya
netral,"PS bolak-balik menyinggung soal deindustrialisasi. Meski begitu, dia mengatakan tak ingin menyalahkan @jokowi atas kondisi itu.Dia berujar salah arahnya pmbangunan ekonomi Indonesia saat ini tak terlepas dr andil presiden sblum Jokowi  https://bit.ly/2Za6qjLÂ  #PrabowoSalahkanSBY",play station bolak balik menyinggung soal deindustrialisasi meski dia mengatakan tak menyalahkan atas kondisi dia berujar salah arahnya pembangunan ekonomi indonesia ini tak terlepas andil presiden jokowi prabowosalahkansby
positif,"MasyaaAllah, baru kali ini seumur2 saya ada kandidat capres cawapres yang berjanji di depan rakyat Indonesia TIDAK AKAN MENGAMBIL GAJINYA dan diserahkan kpd negara. Subhanallah. Bergetar hati saya sbg rakyat Indonesia. #17AprilPrabowoPresidenRI",masyaallah baru kali seumur2 ada kandidat calon presiden calon wakil presiden berjanji depan rakyat indonesia akan mengambil gajinya diserahkan negara subhanallah bergetar hati sebagai rakyat indonesia 17aprilprabowopresidenri
positif,Pemimpin Karismatik prabowo sandiuno Tak akan ambil gaji selama jadi Presiden dan Wakil Presiden nanti. . Allah Subhanahu Wa Taâ€™ala sudah begitu baik kepada saya dan Pakâ€¦  https://www.instagram.com/m_fernanda_d/p/BwN5Qa6hHKL/?utm_source=ig_twitter_share&igshid=gr44981a0429Â â€¦,pemimpin karismatik prabowo sandiuno tak ambil gaji selama jadi presiden wakil presiden allah subhanahu wa taâ trade_mark ala begitu baik saya pakâ â
negatif,"Ngebanggain e-sport kalau rakyat miskin dan susah gk ada gunanya. sembako mahal, TDL naik, pengangguran tinggi, dll. Fokus fundamental ekonomi lbih penting... Makin yakin Tusuk Prabowo Sandi...",ngebanggain e sport kalau rakyat miskin susah ada gunanya sembako mahal tarif dasar listrik naik pengangguran tinggi lain fokus fundamental ekonomi lebih penting makin yakin tusuk prabowo sandi
netral,Prabowo-Sandi akan wakafkan seluruh gaji mereka sebagai presiden dan wakil presiden..,prabowo sandi wakafkan seluruh gaji sebagai presiden wakil presiden
negatif,Dia import TKA Cina itu krn dia tidak kasihan sama rakyat sendiri...byk pengangguran! Lapangan kerja kasih ke org asing...percuma banyak sarjana muda di Indonesia...tapi banyak pengangguran.Mungkin dia tidak menghina bangsa tapi tidak menghargai bangsa dan rakyatnya.,impor tenaga kerja asing cina karena tidak kasihan sama rakyat sendiri banyak pengangguran lapangan kerja kasih orang asing percuma banyak sarjana muda indonesia banyak pengangguran mungkin tidak menghina bangsa tidak menghargai bangsa rakyatnya
positif,"Klarifikasi: Itulah kebesaran beliau, menghargai lawan debat.",klarifikasi kebesaran beliau menghargai lawan debat
negatif,"Jokowi ga pernah bunuh org, ga pernah nyulik, ga pernah ngemplang gaji karyawan, ga masuk Panama Pappers. Ga pernah digampar ipar, ga pernah ditinggal bini, ga pernah disetir adiknya (dia sendiri yg ngomong ya). Mau ditambah? Wkwkwk..",jokowi pernah bunuh orang pernah nyulik pernah ngemplang gaji karyawan masuk panama pappers pernah digampar ipar pernah ditinggal bini pernah disetir adiknya sendiri berbicara mau ditambah wkwk
negatif,Gaji mah kecil tapi fasilitas dan tunjangan lain-lain mah buat siape...yg bener aje...,gaji kecil fasilitas tunjangan lain buat siape benar
netral,"Nggak kebalik tu, ngetes soal ekonomi ke Sandi...?",enggak kebalik mengetes soal ekonomi sandi
netral,Sesuai kata pak HT & Pak @prabowo Arah ekonomi negara memang harus kembali ke UUD45 harus ada protect tidak bisa di lepas secara bebas.  https://twitter.com/OfficialiNewsTV/status/1117023694193192960Â â€¦,sesuai kata pak hati pak arah ekonomi negara memang kembali undang undang dasar 1945 ada protect bisa lepas bebas â
positif,Ekonomi saat Pak SBY itu baik sama baiknya seperti ekonomi 1997. Tapi kena dampak ekonomi global Indonesia langsung krismon. Fundamental itu yg ga dirapihin sama presiden setelah pak harto lengser sampe jokowi.  https://twitter.com/RachlanNashidik/status/1117110721551028224Â â€¦,ekonomi pak susilo bambang yudhoyono baik sama baiknya ekonomi 1997 kena dampak ekonomi global indonesia langsung krismon fundamental yang dirapihin sama presiden pak harto lengser jokowi â
positif,"Walaupun Pak Prabowo bicara gak sesuai konteks, mereka hanya melihat sosok prabowonya tidak mencerna apa yang dibicarakan, padahal debat itu ada tema. Ketika bahas e-sport karena temanya perkembangan ekonomi digital. Kalo mau debat tanpa tema di warkop aja bareng mang kohar",walaupun pak prabowo bicara sesuai konteks hanya melihat sosok prabowonya mencerna apa dibicarakan padahal debat ada tema bahas e sport temanya perkembangan ekonomi digital kalau mau debat tema warung kopi bareng mang kohar
positif,Subahanallah bgitu cintanya negeri ini sampai sampai dia gk akan trima gaji dan gajihnya mo diberikan kaum duafa dan fakir miskin allahu akbar allahu akbar allahu akbar,subhanallah cintanya negeri sampai dia akan terima gaji gajinya mau diberikan kaum duafa fakir miskin allahu akbar allahu akbar allahu akbar
negatif,Apa krn prabowo ngomong gitu trus pert. Ekonomi mandek d 5%?  Atw krn prabowo juga impor terjadi saat panen raya?,apa prabowo berbicara terus pert ekonomi mandek 5 karena prabowo impor terjadi panen raya
positif,"Program yang mantap,  amburadul pemungutan pajak event pemerintah juga harus dibenahi,  pemunguran pph pasal 23, pph final , pph 21",program mantap amburadul pemungutan pajak event pemerintah harus dibenahi pemunguran pph pasal 23 pph final pph 21
netral,"Prabowo bicara kebangsaan dgn menekankan cinta tanah air, cinta bangsa dan cinta negara. Sandi fokus Ekonomi yg bermuara kepada cinta tanah air, cinta bangsa dan cinta negara. bisa di artikan NEW DWI TUNGGAL",prabowo bicara kebangsaan menekankan cinta tanah air cinta bangsa cinta negara sandi fokus ekonomi bermuara cinta tanah air cinta bangsa cinta negara di artikan new dwi tunggal
negatif,"Ya saya percaya gajinya ga bakal diambil, tapi keluarganya dapet proyekan semwa kek jaman pak harto:v",saya percaya gajinya bakal diambil keluarganya proyekan semua kayak jaman pak harto v
negatif,"Sandi ngerti banget ekonomi mikro/makro, Prabowo juga. Si jae bacaannya sinchan, ipk di bawah 2 mana ngerti",sandi mengerti banget ekonomi mikro makro prabowo sih jae bacaannya sinchan indeks prestasi kumulatif bawah 2 mana mengerti
